result, time
1011,28550.0
848,28890.0
970,28890.0
844,28889.0
938,28889.0
1040,28891.0
836,28890.0
868,28890.0
856,28890.0
893,28890.0
996,28889.0
792,28890.0
951,28890.0
746,28889.0
918,28890.0
884,28890.0
868,28889.0
898,28888.0
858,28889.0
854,28890.0
904,28891.0
1015,28550.0
869,28890.0
808,28889.0
760,28778.0
1028,28549.0
921,28889.0
879,28776.0
928,28889.0
920,28889.0
825,28889.0
880,28889.0
874,28889.0
893,28889.0
896,28890.0
922,28889.0
1049,28097.0
772,28776.0
964,28889.0
908,28889.0
843,28890.0
930,28889.0
850,28890.0
936,28776.0
756,28890.0
968,28889.0
999,28889.0
899,28889.0
921,28776.0
947,28776.0
882,28889.0
824,28776.0
830,28889.0
998,28889.0
1014,28889.0
949,28777.0
814,28776.0
909,28889.0
808,28889.0
924,28776.0
736,28894.0
940,28889.0
874,28889.0
808,28889.0
848,28889.0
929,28889.0
881,28889.0
944,28889.0
930,28889.0
714,28889.0
877,28775.0
829,28889.0
785,28776.0
881,28889.0
791,28889.0
857,28889.0
879,28889.0
944,28889.0
916,28889.0
764,28776.0
967,28775.0
849,28776.0
914,28889.0
915,28889.0
847,28889.0
901,28777.0
929,28776.0
964,28775.0
806,28889.0
897,28889.0
975,28775.0
943,28889.0
892,28889.0
789,28889.0
854,28889.0
1071,28889.0
960,28776.0
921,28776.0
979,28776.0
945,28776.0
